++average   	++position_x	++position_y	++radius    	
$$0.15600	$$170.00000	$$140.00000	$$8.00000	
$$0.15353	$$170.00000	$$140.00000	$$8.00000	
$$0.15345	$$170.00000	$$140.00000	$$8.00000	
$$0.15081	$$170.00000	$$140.00000	$$8.00000	
$$0.14954	$$170.00000	$$140.00000	$$8.00000	
$$0.15030	$$170.00000	$$140.00000	$$8.00000	
$$0.15540	$$170.00000	$$140.00000	$$8.00000	
$$0.15591	$$170.00000	$$140.00000	$$8.00000	
$$0.15982	$$170.00000	$$140.00000	$$8.00000	
$$0.16603	$$170.00000	$$140.00000	$$8.00000	
$$0.17028	$$170.00000	$$140.00000	$$8.00000	
$$0.17946	$$170.00000	$$140.00000	$$8.00000	
$$0.19026	$$170.00000	$$140.00000	$$8.00000	
$$0.20267	$$170.00000	$$140.00000	$$8.00000	
$$0.21083	$$170.00000	$$140.00000	$$8.00000	
$$0.20811	$$170.00000	$$140.00000	$$8.00000	
$$0.20769	$$170.00000	$$142.00000	$$8.00000	
$$0.21126	$$170.00000	$$140.00000	$$8.00000	
$$0.21245	$$170.00000	$$140.00000	$$8.00000	
$$0.21636	$$170.00000	$$140.00000	$$8.00000	
