++flow      	++volume    	++position_x	++position_y	++radius    	++average   	
$$0.41312	$$-0.33000	$$191.00000	$$154.00000	$$8.00000	$$0.22481	
$$0.41333	$$-0.34000	$$191.00000	$$154.00000	$$8.00000	$$0.21073	
$$0.40140	$$-0.34000	$$191.00000	$$154.00000	$$8.00000	$$0.21777	
$$0.37943	$$-0.35000	$$191.00000	$$155.00000	$$8.00000	$$0.20853	
$$0.35261	$$-0.38000	$$191.00000	$$155.00000	$$8.00000	$$0.18918	
$$0.33426	$$-0.40000	$$191.00000	$$155.00000	$$8.00000	$$0.18522	
$$0.32492	$$-0.45000	$$191.00000	$$155.00000	$$8.00000	$$0.19270	
$$0.33357	$$-0.46000	$$191.00000	$$155.00000	$$8.00000	$$0.18302	
$$0.33342	$$-0.50000	$$190.00000	$$155.00000	$$8.00000	$$0.22613	
$$0.33350	$$-0.52000	$$190.00000	$$155.00000	$$8.00000	$$0.22877	
$$0.33354	$$-0.54000	$$190.00000	$$155.00000	$$8.00000	$$0.23537	
$$0.33355	$$-0.57000	$$190.00000	$$155.00000	$$8.00000	$$0.25297	
$$0.33356	$$-0.61000	$$190.00000	$$154.00000	$$6.00000	$$0.21645	
$$0.33357	$$-0.63000	$$190.00000	$$154.00000	$$6.00000	$$0.21821	
$$0.33671	$$-0.65000	$$190.00000	$$155.00000	$$8.00000	$$0.27409	
$$0.34134	$$-0.66000	$$190.00000	$$154.00000	$$8.00000	$$0.30136	
$$0.34756	$$-0.68000	$$190.00000	$$154.00000	$$8.00000	$$0.29960	
$$0.35345	$$-0.71000	$$191.00000	$$155.00000	$$8.00000	$$0.24285	
$$0.35640	$$-0.72000	$$191.00000	$$155.00000	$$8.00000	$$0.22833	
$$0.35867	$$-0.75000	$$190.00000	$$154.00000	$$8.00000	$$0.29828	
$$0.35980	$$-0.78000	$$190.00000	$$154.00000	$$8.00000	$$0.30180	
$$0.36036	$$-0.79000	$$190.00000	$$154.00000	$$8.00000	$$0.31676	
$$0.36640	$$-0.82000	$$190.00000	$$154.00000	$$8.00000	$$0.33172	
$$0.37232	$$-0.83000	$$190.00000	$$154.00000	$$8.00000	$$0.37703	
$$0.37764	$$-0.84000	$$190.00000	$$154.00000	$$8.00000	$$0.48922	
$$0.38031	$$-0.85000	$$190.00000	$$154.00000	$$8.00000	$$0.58645	
$$0.38197	$$-0.86000	$$191.00000	$$155.00000	$$8.00000	$$0.56621	
$$0.38577	$$-0.88000	$$191.00000	$$155.00000	$$8.00000	$$0.61285	
$$0.38767	$$-0.89000	$$191.00000	$$155.00000	$$8.00000	$$0.68896	
$$0.39115	$$-0.90000	$$191.00000	$$155.00000	$$8.00000	$$0.74659	
$$0.40294	$$-0.92000	$$191.00000	$$155.00000	$$8.00000	$$0.75891	
$$0.41026	$$-0.94000	$$191.00000	$$155.00000	$$8.00000	$$0.76067	
$$0.41392	$$-0.94000	$$191.00000	$$155.00000	$$8.00000	$$0.76771	
$$0.41575	$$-0.94000	$$191.00000	$$155.00000	$$8.00000	$$0.76639	
$$0.41721	$$-0.95000	$$191.00000	$$155.00000	$$8.00000	$$0.79278	
$$0.42150	$$-0.95000	$$191.00000	$$155.00000	$$8.00000	$$0.82050	
$$0.42933	$$-0.95000	$$191.00000	$$155.00000	$$8.00000	$$0.83986	
$$0.44091	$$0.00000	$$191.00000	$$155.00000	$$8.00000	$$0.85262	
$$0.45086	$$0.00000	$$191.00000	$$155.00000	$$8.00000	$$0.87374	
$$0.46335	$$0.01000	$$191.00000	$$155.00000	$$8.00000	$$0.90057	
$$0.48318	$$0.04000	$$191.00000	$$155.00000	$$8.00000	$$0.91201	
$$0.49309	$$0.05000	$$191.00000	$$155.00000	$$8.00000	$$0.91729	
$$0.49804	$$0.06000	$$191.00000	$$155.00000	$$8.00000	$$0.90541	
$$0.50459	$$0.08000	$$191.00000	$$155.00000	$$8.00000	$$0.90497	
$$0.50622	$$0.09000	$$191.00000	$$155.00000	$$8.00000	$$0.92961	
$$0.50638	$$0.11000	$$191.00000	$$155.00000	$$8.00000	$$0.96128	
$$0.50630	$$0.14000	$$191.00000	$$155.00000	$$8.00000	$$0.98768	
$$0.50634	$$0.15000	$$191.00000	$$155.00000	$$8.00000	$$0.96260	
$$0.50636	$$0.17000	$$191.00000	$$155.00000	$$8.00000	$$0.96260	
$$0.50637	$$0.18000	$$191.00000	$$155.00000	$$8.00000	$$0.96700	
$$0.50638	$$0.21000	$$191.00000	$$155.00000	$$8.00000	$$0.96348	
$$0.50638	$$0.22000	$$191.00000	$$155.00000	$$8.00000	$$0.98372	
$$0.50638	$$0.23000	$$191.00000	$$155.00000	$$8.00000	$$0.98988	
$$0.51010	$$0.25000	$$193.00000	$$155.00000	$$8.00000	$$1.00000	
$$0.51237	$$0.26000	$$193.00000	$$157.00000	$$8.00000	$$0.97448	
$$0.51513	$$0.28000	$$193.00000	$$157.00000	$$8.00000	$$0.98680	
$$0.51517	$$0.32000	$$193.00000	$$157.00000	$$8.00000	$$0.99604	
$$0.51515	$$0.33000	$$191.00000	$$155.00000	$$8.00000	$$0.98680	
$$0.51514	$$0.35000	$$193.00000	$$157.00000	$$8.00000	$$0.99340	
$$0.51513	$$0.36000	$$193.00000	$$157.00000	$$8.00000	$$0.98900	
$$0.51513	$$0.38000	$$193.00000	$$157.00000	$$8.00000	$$0.98812	
$$0.51513	$$0.40000	$$193.00000	$$157.00000	$$8.00000	$$0.97888	
$$0.51513	$$0.43000	$$191.00000	$$155.00000	$$8.00000	$$0.99648	
$$0.51256	$$0.44000	$$191.00000	$$155.00000	$$8.00000	$$0.97800	
$$0.50878	$$0.45000	$$191.00000	$$155.00000	$$8.00000	$$0.95645	
$$0.50436	$$0.47000	$$191.00000	$$155.00000	$$8.00000	$$0.93577	
