++flow      	++volume    	++position_x	++position_y	++radius    	++average   	
$$0.27200	$$-0.45000	$$191.00000	$$172.00000	$$8.00000	$$0.38659	
$$0.27863	$$-0.48000	$$191.00000	$$172.00000	$$8.00000	$$0.35806	
$$0.28579	$$-0.50000	$$191.00000	$$172.00000	$$8.00000	$$0.33143	
$$0.29653	$$-0.53000	$$191.00000	$$172.00000	$$8.00000	$$0.32620	
$$0.30060	$$-0.56000	$$191.00000	$$172.00000	$$8.00000	$$0.30243	
$$0.32991	$$-0.60000	$$191.00000	$$172.00000	$$8.00000	$$0.29149	
$$0.33124	$$-0.62000	$$191.00000	$$172.00000	$$8.00000	$$0.26724	
$$0.33673	$$-0.64000	$$191.00000	$$172.00000	$$8.00000	$$0.25630	
$$0.34543	$$-0.65000	$$191.00000	$$172.00000	$$8.00000	$$0.25963	
$$0.35311	$$-0.67000	$$190.00000	$$172.00000	$$8.00000	$$0.42653	
$$0.35695	$$-0.68000	$$190.00000	$$172.00000	$$8.00000	$$0.43937	
$$0.38021	$$-0.70000	$$190.00000	$$172.00000	$$8.00000	$$0.44080	
$$0.44648	$$0.00000	$$190.00000	$$172.00000	$$8.00000	$$0.47836	
$$0.51365	$$0.03000	$$191.00000	$$170.00000	$$8.00000	$$0.49596	
$$0.54956	$$0.06000	$$191.00000	$$172.00000	$$8.00000	$$0.44365	
$$0.56217	$$0.09000	$$191.00000	$$172.00000	$$8.00000	$$0.53923	
$$0.56701	$$0.15000	$$193.00000	$$170.00000	$$6.00000	$$0.66619	
$$0.56944	$$0.18000	$$191.00000	$$172.00000	$$8.00000	$$0.62007	
$$0.57010	$$0.21000	$$191.00000	$$172.00000	$$8.00000	$$0.66381	
$$0.57044	$$0.24000	$$191.00000	$$172.00000	$$8.00000	$$0.70233	
$$0.57060	$$0.30000	$$193.00000	$$170.00000	$$6.00000	$$0.80694	
$$0.57069	$$0.32000	$$191.00000	$$172.00000	$$8.00000	$$0.71184	
$$0.57065	$$0.35000	$$193.00000	$$170.00000	$$6.00000	$$0.77080	
$$0.57063	$$0.40000	$$193.00000	$$172.00000	$$6.00000	$$0.46172	
$$0.57062	$$0.43000	$$193.00000	$$170.00000	$$6.00000	$$0.75559	
$$0.57061	$$0.48000	$$193.00000	$$170.00000	$$6.00000	$$0.75416	
$$0.57061	$$0.50000	$$193.00000	$$170.00000	$$6.00000	$$0.75559	
$$0.57061	$$0.53000	$$191.00000	$$172.00000	$$8.00000	$$0.68854	
$$0.56762	$$0.55000	$$191.00000	$$172.00000	$$8.00000	$$0.67760	
$$0.55187	$$0.60000	$$193.00000	$$170.00000	$$6.00000	$$0.72373	
$$0.53616	$$0.61000	$$193.00000	$$170.00000	$$6.00000	$$0.73324	
$$0.52521	$$0.63000	$$193.00000	$$170.00000	$$8.00000	$$0.53828	
$$0.51644	$$0.64000	$$193.00000	$$170.00000	$$8.00000	$$0.56015	
$$0.50228	$$0.65000	$$193.00000	$$170.00000	$$8.00000	$$0.56253	
