++flow      	++volume    	++position_x	++position_y	++radius    	++average   	
$$0.19885	$$-0.83000	$$182.00000	$$142.00000	$$8.00000	$$0.21398	
$$-0.02412	$$-0.91000	$$182.00000	$$142.00000	$$8.00000	$$0.21051	
$$0.04857	$$-1.07000	$$182.00000	$$142.00000	$$8.00000	$$0.21167	
$$0.02177	$$-1.15000	$$182.00000	$$142.00000	$$8.00000	$$0.21831	
$$0.08622	$$-1.22000	$$182.00000	$$142.00000	$$8.00000	$$0.21773	
$$0.06220	$$-1.30000	$$182.00000	$$142.00000	$$8.00000	$$0.23650	
$$0.08789	$$-1.37000	$$182.00000	$$142.00000	$$8.00000	$$0.25209	
$$0.07248	$$-1.43000	$$182.00000	$$142.00000	$$8.00000	$$0.28097	
$$0.10649	$$-1.50000	$$182.00000	$$142.00000	$$8.00000	$$0.31042	
$$0.13694	$$-1.62000	$$182.00000	$$142.00000	$$8.00000	$$0.33872	
$$0.22729	$$-1.69000	$$182.00000	$$142.00000	$$8.00000	$$0.37020	
$$0.25652	$$-1.76000	$$182.00000	$$142.00000	$$8.00000	$$0.46116	
$$0.38342	$$-1.83000	$$182.00000	$$142.00000	$$8.00000	$$0.47618	
$$0.59441	$$-1.89000	$$182.00000	$$142.00000	$$6.00000	$$0.49552	
$$0.79887	$$-1.95000	$$184.00000	$$142.00000	$$8.00000	$$0.62720	
$$0.84987	$$-2.04000	$$184.00000	$$142.00000	$$8.00000	$$0.70315	
$$0.91414	$$-2.08000	$$184.00000	$$142.00000	$$8.00000	$$0.75888	
$$0.87342	$$-2.11000	$$185.00000	$$142.00000	$$8.00000	$$0.83396	
$$0.95516	$$-2.13000	$$185.00000	$$142.00000	$$8.00000	$$0.84724	
$$0.90343	$$-2.15000	$$176.00000	$$140.00000	$$6.00000	$$0.86515	
$$0.90707	$$0.00000	$$185.00000	$$142.00000	$$8.00000	$$0.85129	
$$0.89956	$$0.10000	$$185.00000	$$143.00000	$$8.00000	$$0.81201	
$$0.90507	$$0.17000	$$185.00000	$$142.00000	$$8.00000	$$0.80104	
$$0.90284	$$0.26000	$$185.00000	$$142.00000	$$8.00000	$$0.76783	
$$0.90222	$$0.36000	$$185.00000	$$142.00000	$$8.00000	$$0.73520	
$$0.90216	$$0.46000	$$185.00000	$$142.00000	$$8.00000	$$0.63933	
$$0.89195	$$0.56000	$$185.00000	$$142.00000	$$8.00000	$$0.36529	
$$0.88076	$$0.75000	$$185.00000	$$142.00000	$$8.00000	$$0.22813	
$$0.86368	$$0.84000	$$185.00000	$$142.00000	$$8.00000	$$0.17904	
$$0.84479	$$0.93000	$$185.00000	$$142.00000	$$8.00000	$$0.18423	
$$0.82050	$$1.02000	$$185.00000	$$142.00000	$$8.00000	$$0.18914	
$$0.77201	$$1.20000	$$185.00000	$$142.00000	$$8.00000	$$0.20676	
$$0.73246	$$1.29000	$$185.00000	$$142.00000	$$8.00000	$$0.21109	
$$0.70421	$$1.38000	$$185.00000	$$142.00000	$$8.00000	$$0.21802	
$$0.62518	$$1.56000	$$185.00000	$$142.00000	$$8.00000	$$0.23361	
$$0.51468	$$1.65000	$$185.00000	$$142.00000	$$8.00000	$$0.25787	
$$0.43188	$$1.74000	$$184.00000	$$140.00000	$$8.00000	$$0.23246	
$$0.36920	$$1.82000	$$185.00000	$$142.00000	$$8.00000	$$0.26307	
$$0.31707	$$1.90000	$$185.00000	$$142.00000	$$8.00000	$$0.26653	
