++flow      	++volume    	++position_x	++position_y	++radius    	++average   	
$$0.14049	$$-0.51000	$$179.00000	$$140.00000	$$8.00000	$$0.45378	
$$0.15602	$$-0.57000	$$179.00000	$$140.00000	$$8.00000	$$0.44355	
$$0.15410	$$-0.62000	$$179.00000	$$140.00000	$$8.00000	$$0.43405	
$$0.19685	$$-0.72000	$$179.00000	$$140.00000	$$8.00000	$$0.40848	
$$0.18262	$$-0.76000	$$179.00000	$$140.00000	$$8.00000	$$0.36536	
$$0.20709	$$-0.81000	$$179.00000	$$140.00000	$$8.00000	$$0.34052	
$$0.19907	$$-0.85000	$$179.00000	$$140.00000	$$8.00000	$$0.33760	
$$0.22364	$$-0.90000	$$179.00000	$$142.00000	$$8.00000	$$0.35294	
$$0.21062	$$-0.94000	$$179.00000	$$142.00000	$$8.00000	$$0.37377	
$$0.24578	$$-1.01000	$$179.00000	$$142.00000	$$8.00000	$$0.40921	
$$0.24934	$$-1.05000	$$179.00000	$$142.00000	$$8.00000	$$0.45269	
$$0.31675	$$-1.07000	$$179.00000	$$142.00000	$$8.00000	$$0.49288	
$$0.37381	$$-1.08000	$$179.00000	$$142.00000	$$8.00000	$$0.55535	
$$0.49093	$$0.00000	$$179.00000	$$143.00000	$$8.00000	$$0.62550	
$$0.54392	$$0.03000	$$179.00000	$$142.00000	$$8.00000	$$0.65035	
$$0.60677	$$0.10000	$$179.00000	$$142.00000	$$8.00000	$$0.66423	
$$0.60549	$$0.14000	$$179.00000	$$142.00000	$$8.00000	$$0.75484	
$$0.65177	$$0.18000	$$179.00000	$$142.00000	$$8.00000	$$0.77311	
$$0.64550	$$0.23000	$$175.00000	$$140.00000	$$8.00000	$$0.85824	
$$0.67256	$$0.27000	$$179.00000	$$142.00000	$$8.00000	$$0.82536	
$$0.65118	$$0.31000	$$179.00000	$$142.00000	$$8.00000	$$0.83339	
$$0.67600	$$0.40000	$$179.00000	$$142.00000	$$8.00000	$$0.86262	
$$0.65072	$$0.45000	$$179.00000	$$142.00000	$$8.00000	$$0.85934	
$$0.67778	$$0.50000	$$179.00000	$$142.00000	$$8.00000	$$0.87395	
$$0.66322	$$0.54000	$$179.00000	$$142.00000	$$8.00000	$$0.94045	
$$0.66317	$$0.59000	$$179.00000	$$142.00000	$$8.00000	$$0.89953	
$$0.66314	$$0.68000	$$179.00000	$$142.00000	$$8.00000	$$0.90866	
$$0.66313	$$0.72000	$$179.00000	$$142.00000	$$8.00000	$$0.90793	
$$0.66101	$$0.76000	$$179.00000	$$142.00000	$$8.00000	$$0.88272	
$$0.65996	$$0.81000	$$178.00000	$$142.00000	$$8.00000	$$0.85422	
$$0.65488	$$0.85000	$$178.00000	$$142.00000	$$8.00000	$$0.85568	
$$0.64320	$$0.89000	$$178.00000	$$142.00000	$$8.00000	$$0.81403	
$$0.63710	$$0.96000	$$179.00000	$$142.00000	$$8.00000	$$0.81330	
$$0.62889	$$1.00000	$$178.00000	$$142.00000	$$8.00000	$$0.80965	
$$0.61761	$$1.03000	$$178.00000	$$142.00000	$$8.00000	$$0.77530	
$$0.60681	$$1.07000	$$178.00000	$$142.00000	$$8.00000	$$0.57691	
$$0.59823	$$1.10000	$$178.00000	$$142.00000	$$8.00000	$$0.50128	
$$0.57803	$$1.13000	$$178.00000	$$140.00000	$$8.00000	$$0.44684	
$$0.55513	$$1.17000	$$178.00000	$$142.00000	$$8.00000	$$0.41505	
$$0.52770	$$1.19000	$$178.00000	$$142.00000	$$8.00000	$$0.40482	
$$0.48969	$$1.20000	$$178.00000	$$140.00000	$$8.00000	$$0.40921	
$$0.44658	$$1.21000	$$178.00000	$$142.00000	$$8.00000	$$0.39313	
$$0.38100	$$1.20000	$$178.00000	$$142.00000	$$8.00000	$$0.40044	
$$0.33982	$$1.16000	$$178.00000	$$142.00000	$$8.00000	$$0.40775	
$$0.31361	$$1.14000	$$178.00000	$$142.00000	$$8.00000	$$0.40373	
$$0.30051	$$1.11000	$$178.00000	$$142.00000	$$8.00000	$$0.40848	
$$0.29396	$$1.08000	$$178.00000	$$142.00000	$$8.00000	$$0.41103	
$$0.29670	$$1.05000	$$178.00000	$$142.00000	$$8.00000	$$0.41250	
$$0.29807	$$0.99000	$$178.00000	$$142.00000	$$8.00000	$$0.41359	
$$0.29876	$$0.96000	$$178.00000	$$142.00000	$$8.00000	$$0.41761	
$$0.29910	$$0.93000	$$178.00000	$$142.00000	$$8.00000	$$0.41615	
$$0.29927	$$0.90000	$$178.00000	$$142.00000	$$8.00000	$$0.38107	
$$0.29936	$$0.87000	$$178.00000	$$142.00000	$$8.00000	$$0.37742	
$$0.29940	$$0.83000	$$178.00000	$$142.00000	$$8.00000	$$0.36317	
$$0.30067	$$0.78000	$$178.00000	$$142.00000	$$8.00000	$$0.37413	
$$0.30130	$$0.75000	$$178.00000	$$142.00000	$$8.00000	$$0.36500	
$$0.30162	$$0.73000	$$178.00000	$$140.00000	$$8.00000	$$0.35806	
$$0.30178	$$0.71000	$$178.00000	$$140.00000	$$8.00000	$$0.36427	
$$0.30185	$$0.68000	$$178.00000	$$142.00000	$$8.00000	$$0.40446	
$$0.30189	$$0.66000	$$178.00000	$$140.00000	$$8.00000	$$0.44246	
$$0.30792	$$0.61000	$$178.00000	$$142.00000	$$8.00000	$$0.51224	
$$0.31805	$$0.58000	$$179.00000	$$142.00000	$$8.00000	$$0.55754	
$$0.35304	$$0.56000	$$178.00000	$$142.00000	$$8.00000	$$0.62258	
$$0.40417	$$0.54000	$$178.00000	$$140.00000	$$8.00000	$$0.66569	
$$0.48812	$$0.00000	$$178.00000	$$140.00000	$$8.00000	$$0.69419	
$$0.55008	$$0.04000	$$178.00000	$$140.00000	$$8.00000	$$0.71282	
$$0.60942	$$0.11000	$$178.00000	$$140.00000	$$8.00000	$$0.73292	
$$0.64302	$$0.15000	$$178.00000	$$140.00000	$$8.00000	$$0.79284	
$$0.66468	$$0.20000	$$178.00000	$$140.00000	$$8.00000	$$0.84910	
$$0.67414	$$0.24000	$$178.00000	$$140.00000	$$8.00000	$$0.83778	
$$0.66941	$$0.29000	$$179.00000	$$140.00000	$$8.00000	$$0.84691	
$$0.66705	$$0.39000	$$179.00000	$$142.00000	$$8.00000	$$0.84070	
$$0.66587	$$0.45000	$$179.00000	$$142.00000	$$8.00000	$$0.84509	
$$0.66516	$$0.50000	$$179.00000	$$142.00000	$$8.00000	$$0.86226	
$$0.66514	$$0.55000	$$179.00000	$$142.00000	$$8.00000	$$0.85970	
$$0.66466	$$0.60000	$$179.00000	$$142.00000	$$8.00000	$$0.84216	
$$0.66329	$$0.70000	$$179.00000	$$142.00000	$$8.00000	$$0.82609	
$$0.65097	$$0.74000	$$179.00000	$$142.00000	$$8.00000	$$0.82134	
$$0.64340	$$0.78000	$$179.00000	$$142.00000	$$8.00000	$$0.81330	
$$0.64099	$$0.85000	$$179.00000	$$142.00000	$$8.00000	$$0.81111	
$$0.63256	$$0.89000	$$178.00000	$$142.00000	$$8.00000	$$0.78517	
$$0.62542	$$0.93000	$$178.00000	$$140.00000	$$8.00000	$$0.72561	
