++flow      	++volume    	++average   	++position_x	++position_y	++radius    	
$$-6.11000	$$-0.35000	$$0.31400	$$190.00000	$$160.00000	$$8.00000	
$$-21.25000	$$-0.39000	$$0.18638	$$190.00000	$$158.00000	$$8.00000	
$$-36.37000	$$-0.43000	$$0.10381	$$190.00000	$$158.00000	$$8.00000	
$$-41.37000	$$-0.46000	$$0.06268	$$190.00000	$$158.00000	$$8.00000	
$$-48.03000	$$-0.52000	$$0.03450	$$190.00000	$$158.00000	$$8.00000	
$$-32.84000	$$-0.63000	$$0.01748	$$190.00000	$$158.00000	$$8.00000	
$$-7.74000	$$-0.64000	$$0.00874	$$190.00000	$$158.00000	$$8.00000	
$$29.66000	$$0.00000	$$0.00211	$$190.00000	$$158.00000	$$8.00000	
$$45.29000	$$0.03000	$$0.00151	$$190.00000	$$158.00000	$$8.00000	
$$76.23000	$$0.13000	$$0.00000	$$190.00000	$$158.00000	$$8.00000	
$$72.81000	$$0.18000	$$0.01266	$$190.00000	$$158.00000	$$8.00000	
$$64.34000	$$0.22000	$$0.09598	$$190.00000	$$158.00000	$$8.00000	
$$57.95000	$$0.26000	$$0.17900	$$190.00000	$$158.00000	$$8.00000	
$$51.54000	$$0.33000	$$0.22540	$$190.00000	$$158.00000	$$8.00000	
$$50.77000	$$0.37000	$$0.22420	$$190.00000	$$157.00000	$$8.00000	
$$40.23000	$$0.42000	$$0.28190	$$190.00000	$$158.00000	$$8.00000	
$$30.64000	$$0.44000	$$0.27527	$$190.00000	$$160.00000	$$8.00000	
$$-11.61000	$$0.45000	$$0.28763	$$190.00000	$$158.00000	$$8.00000	
$$-29.67000	$$0.43000	$$0.31430	$$190.00000	$$158.00000	$$8.00000	
$$-35.35000	$$0.40000	$$0.28763	$$190.00000	$$160.00000	$$8.00000	
$$-44.44000	$$0.37000	$$0.29953	$$190.00000	$$158.00000	$$8.00000	
$$-50.62000	$$0.34000	$$0.25991	$$190.00000	$$158.00000	$$8.00000	
$$-54.18000	$$0.30000	$$0.16303	$$190.00000	$$158.00000	$$8.00000	
$$-55.62000	$$0.23000	$$0.10185	$$190.00000	$$157.00000	$$8.00000	
$$-52.18000	$$0.19000	$$0.05454	$$190.00000	$$157.00000	$$8.00000	
$$-44.18000	$$0.17000	$$0.03752	$$190.00000	$$157.00000	$$8.00000	
$$-30.94000	$$0.14000	$$0.02682	$$190.00000	$$157.00000	$$8.00000	
$$21.23000	$$0.00000	$$0.01507	$$190.00000	$$157.00000	$$8.00000	
$$62.98000	$$0.04000	$$0.01492	$$190.00000	$$157.00000	$$8.00000	
$$74.97000	$$0.09000	$$0.02260	$$190.00000	$$157.00000	$$8.00000	
$$69.39000	$$0.14000	$$0.03887	$$190.00000	$$157.00000	$$8.00000	
$$63.15000	$$0.18000	$$0.03872	$$190.00000	$$157.00000	$$8.00000	
$$55.27000	$$0.22000	$$0.04369	$$190.00000	$$157.00000	$$8.00000	
$$57.31000	$$0.30000	$$0.05454	$$190.00000	$$157.00000	$$8.00000	
$$50.62000	$$0.33000	$$0.08242	$$190.00000	$$157.00000	$$8.00000	
$$46.63000	$$0.36000	$$0.21305	$$190.00000	$$157.00000	$$8.00000	
$$39.04000	$$0.39000	$$0.27633	$$190.00000	$$157.00000	$$8.00000	
$$29.98000	$$0.41000	$$0.29772	$$190.00000	$$157.00000	$$8.00000	
$$19.11000	$$0.42000	$$0.31716	$$190.00000	$$157.00000	$$8.00000	
$$-12.59000	$$0.41000	$$0.34006	$$190.00000	$$157.00000	$$8.00000	
$$-18.62000	$$0.40000	$$0.35362	$$190.00000	$$157.00000	$$8.00000	
$$-27.70000	$$0.38000	$$0.35001	$$190.00000	$$157.00000	$$8.00000	
$$-33.92000	$$0.36000	$$0.34986	$$190.00000	$$157.00000	$$8.00000	
$$-41.20000	$$0.33000	$$0.34262	$$191.00000	$$157.00000	$$8.00000	
$$-41.13000	$$0.27000	$$0.32515	$$190.00000	$$157.00000	$$8.00000	
$$-44.95000	$$0.24000	$$0.24499	$$190.00000	$$155.00000	$$8.00000	
$$-45.46000	$$0.21000	$$0.13500	$$191.00000	$$157.00000	$$8.00000	
$$-44.43000	$$0.18000	$$0.07338	$$191.00000	$$157.00000	$$8.00000	
$$-45.55000	$$0.15000	$$0.05108	$$191.00000	$$157.00000	$$8.00000	
$$-46.27000	$$0.12000	$$0.03224	$$191.00000	$$155.00000	$$8.00000	
$$-23.29000	$$0.08000	$$0.02486	$$191.00000	$$155.00000	$$8.00000	
$$-13.08000	$$0.07000	$$0.03074	$$190.00000	$$155.00000	$$8.00000	
$$21.01000	$$0.00000	$$0.03661	$$190.00000	$$155.00000	$$8.00000	
$$65.28000	$$0.07000	$$0.04279	$$190.00000	$$155.00000	$$8.00000	
$$77.06000	$$0.12000	$$0.04837	$$190.00000	$$155.00000	$$8.00000	
$$77.94000	$$0.18000	$$0.05304	$$190.00000	$$155.00000	$$8.00000	
$$64.66000	$$0.22000	$$0.04309	$$190.00000	$$157.00000	$$8.00000	
$$60.98000	$$0.26000	$$0.04611	$$190.00000	$$157.00000	$$8.00000	
$$51.10000	$$0.33000	$$0.16604	$$188.00000	$$155.00000	$$8.00000	
$$43.45000	$$0.36000	$$0.14736	$$190.00000	$$157.00000	$$8.00000	
$$33.87000	$$0.41000	$$0.20551	$$190.00000	$$157.00000	$$8.00000	
$$23.07000	$$0.42000	$$0.28537	$$190.00000	$$155.00000	$$8.00000	
$$0.00000	$$0.42000	$$0.29908	$$190.00000	$$157.00000	$$8.00000	
$$-28.50000	$$0.39000	$$0.33991	$$191.00000	$$158.00000	$$8.00000	
$$-33.61000	$$0.37000	$$0.36116	$$190.00000	$$158.00000	$$8.00000	
$$-41.43000	$$0.34000	$$0.36161	$$190.00000	$$158.00000	$$8.00000	
$$-41.76000	$$0.32000	$$0.35980	$$191.00000	$$158.00000	$$8.00000	
$$-40.42000	$$0.29000	$$0.34082	$$191.00000	$$158.00000	$$8.00000	
$$-40.45000	$$0.26000	$$0.19180	$$191.00000	$$158.00000	$$8.00000	
$$-42.02000	$$0.21000	$$0.11466	$$190.00000	$$157.00000	$$8.00000	
$$-44.21000	$$0.18000	$$0.08121	$$190.00000	$$155.00000	$$8.00000	
$$-45.00000	$$0.15000	$$0.04143	$$190.00000	$$157.00000	$$8.00000	
$$-45.16000	$$0.12000	$$0.02712	$$190.00000	$$157.00000	$$8.00000	
$$-41.16000	$$0.09000	$$0.03722	$$190.00000	$$155.00000	$$8.00000	
$$-13.98000	$$0.06000	$$0.03541	$$190.00000	$$155.00000	$$8.00000	
$$-1.73000	$$0.06000	$$0.03842	$$190.00000	$$155.00000	$$8.00000	
$$34.89000	$$0.00000	$$0.03797	$$190.00000	$$155.00000	$$8.00000	
$$56.38000	$$0.04000	$$0.03797	$$190.00000	$$155.00000	$$8.00000	
$$69.40000	$$0.13000	$$0.03797	$$190.00000	$$155.00000	$$8.00000	
$$65.61000	$$0.17000	$$0.03887	$$190.00000	$$155.00000	$$8.00000	
$$60.81000	$$0.22000	$$0.03887	$$190.00000	$$155.00000	$$8.00000	
$$59.67000	$$0.26000	$$0.03887	$$190.00000	$$155.00000	$$8.00000	
$$57.20000	$$0.29000	$$0.03887	$$190.00000	$$155.00000	$$8.00000	
$$55.69000	$$0.33000	$$0.03887	$$190.00000	$$155.00000	$$8.00000	
$$27.11000	$$0.38000	$$0.03887	$$190.00000	$$155.00000	$$8.00000	
$$6.24000	$$0.38000	$$0.03887	$$190.00000	$$155.00000	$$8.00000	
$$-8.35000	$$0.38000	$$0.03887	$$190.00000	$$155.00000	$$8.00000	
