++flow      	++volume    	++average   	++position_x	++position_y	++radius    	
$$-6.49000	$$-0.80000	$$0.20440	$$nan		$$nan		$$nan		
$$-5.24000	$$-0.80000	$$0.20440	$$nan		$$nan		$$nan		
$$-4.51000	$$-0.81000	$$0.20440	$$200.00000	$$167.00000	$$8.00000	
$$-4.38000	$$-0.81000	$$0.18497	$$200.00000	$$167.00000	$$8.00000	
$$-4.59000	$$-0.81000	$$0.18264	$$200.00000	$$167.00000	$$8.00000	
$$-4.45000	$$-0.81000	$$0.29067	$$202.00000	$$166.00000	$$6.00000	
$$-3.12000	$$-0.82000	$$0.20233	$$202.00000	$$167.00000	$$8.00000	
$$0.00000	$$-0.82000	$$0.29560	$$202.00000	$$167.00000	$$8.00000	
$$6.73000	$$0.00000	$$0.36399	$$202.00000	$$167.00000	$$8.00000	
$$5.12000	$$0.01000	$$0.41554	$$202.00000	$$167.00000	$$8.00000	
$$-5.63000	$$0.00000	$$0.43912	$$202.00000	$$167.00000	$$8.00000	
$$-10.74000	$$-0.00000	$$0.48886	$$202.00000	$$167.00000	$$8.00000	
$$-18.34000	$$-0.02000	$$0.49663	$$202.00000	$$167.00000	$$8.00000	
$$-43.64000	$$-0.07000	$$0.48368	$$202.00000	$$167.00000	$$8.00000	
$$-55.10000	$$-0.10000	$$0.33601	$$202.00000	$$167.00000	$$8.00000	
$$-65.29000	$$-0.15000	$$0.19223	$$202.00000	$$167.00000	$$8.00000	
$$-71.43000	$$-0.19000	$$0.06010	$$202.00000	$$167.00000	$$8.00000	
$$-84.24000	$$-0.30000	$$0.05570	$$202.00000	$$167.00000	$$8.00000	
$$-84.37000	$$-0.36000	$$0.05130	$$202.00000	$$167.00000	$$8.00000	
$$-82.66000	$$-0.42000	$$0.17720	$$202.00000	$$166.00000	$$6.00000	
$$-75.83000	$$-0.47000	$$0.18290	$$202.00000	$$166.00000	$$6.00000	
$$-66.16000	$$-0.51000	$$0.17798	$$202.00000	$$166.00000	$$6.00000	
$$-5.06000	$$-0.54000	$$0.18290	$$202.00000	$$166.00000	$$6.00000	
$$34.62000	$$0.00000	$$0.19119	$$202.00000	$$166.00000	$$6.00000	
$$52.77000	$$0.04000	$$0.18394	$$200.00000	$$167.00000	$$8.00000	
$$74.46000	$$0.08000	$$0.21140	$$200.00000	$$167.00000	$$8.00000	
$$74.00000	$$0.13000	$$0.30285	$$200.00000	$$167.00000	$$8.00000	
$$71.42000	$$0.18000	$$0.47150	$$202.00000	$$166.00000	$$6.00000	
$$69.78000	$$0.23000	$$0.46813	$$200.00000	$$169.00000	$$8.00000	
$$74.29000	$$0.32000	$$0.41036	$$202.00000	$$167.00000	$$8.00000	
$$71.09000	$$0.37000	$$0.45622	$$202.00000	$$167.00000	$$8.00000	
$$63.16000	$$0.41000	$$0.49482	$$202.00000	$$167.00000	$$8.00000	
$$42.27000	$$0.44000	$$0.52902	$$202.00000	$$167.00000	$$8.00000	
$$-42.98000	$$0.40000	$$0.54741	$$202.00000	$$167.00000	$$8.00000	
$$-54.17000	$$0.37000	$$0.52694	$$202.00000	$$167.00000	$$8.00000	
$$-56.44000	$$0.33000	$$0.31321	$$202.00000	$$167.00000	$$8.00000	
$$-58.88000	$$0.29000	$$0.22306	$$202.00000	$$167.00000	$$8.00000	
$$-59.62000	$$0.25000	$$0.14326	$$202.00000	$$167.00000	$$8.00000	
$$-60.29000	$$0.21000	$$0.06839	$$202.00000	$$167.00000	$$8.00000	
$$-56.45000	$$0.14000	$$0.01658	$$202.00000	$$167.00000	$$8.00000	
$$-57.20000	$$0.10000	$$0.14896	$$202.00000	$$166.00000	$$6.00000	
$$-55.50000	$$0.06000	$$0.17176	$$200.00000	$$167.00000	$$8.00000	
$$-50.26000	$$0.03000	$$0.17332	$$200.00000	$$167.00000	$$8.00000	
$$-35.88000	$$0.00000	$$0.16347	$$200.00000	$$167.00000	$$8.00000	
$$36.68000	$$0.00000	$$0.15933	$$200.00000	$$167.00000	$$8.00000	
$$53.13000	$$0.04000	$$0.15285	$$200.00000	$$167.00000	$$8.00000	
$$76.41000	$$0.09000	$$0.21658	$$200.00000	$$167.00000	$$8.00000	
$$77.97000	$$0.14000	$$0.31736	$$200.00000	$$167.00000	$$8.00000	
$$77.43000	$$0.19000	$$0.27694	$$202.00000	$$167.00000	$$8.00000	
$$78.54000	$$0.24000	$$0.37850	$$202.00000	$$167.00000	$$8.00000	
$$74.88000	$$0.29000	$$0.44119	$$202.00000	$$167.00000	$$8.00000	
$$73.55000	$$0.39000	$$0.48264	$$202.00000	$$167.00000	$$8.00000	
$$71.86000	$$0.44000	$$0.48679	$$202.00000	$$167.00000	$$8.00000	
$$64.15000	$$0.48000	$$0.49948	$$202.00000	$$167.00000	$$8.00000	
$$47.06000	$$0.51000	$$0.50440	$$202.00000	$$167.00000	$$8.00000	
$$3.26000	$$0.52000	$$0.42902	$$202.00000	$$167.00000	$$8.00000	
$$-30.69000	$$0.50000	$$0.27047	$$202.00000	$$167.00000	$$8.00000	
$$-51.24000	$$0.43000	$$0.10207	$$202.00000	$$167.00000	$$8.00000	
$$-55.88000	$$0.39000	$$0.20026	$$200.00000	$$167.00000	$$8.00000	
$$-67.42000	$$0.35000	$$0.16943	$$200.00000	$$167.00000	$$8.00000	
$$-66.84000	$$0.31000	$$0.16425	$$200.00000	$$167.00000	$$8.00000	
$$-64.03000	$$0.26000	$$0.14119	$$200.00000	$$167.00000	$$8.00000	
$$-60.70000	$$0.22000	$$0.10104	$$200.00000	$$167.00000	$$8.00000	
$$-55.87000	$$0.15000	$$0.14741	$$199.00000	$$167.00000	$$8.00000	
$$-53.11000	$$0.11000	$$0.13653	$$199.00000	$$167.00000	$$8.00000	
$$-41.24000	$$0.08000	$$0.12073	$$199.00000	$$167.00000	$$8.00000	
$$-14.13000	$$0.07000	$$0.13187	$$199.00000	$$166.00000	$$8.00000	
$$30.17000	$$0.00000	$$0.18446	$$199.00000	$$166.00000	$$8.00000	
$$68.25000	$$0.08000	$$0.31244	$$199.00000	$$167.00000	$$8.00000	
$$71.12000	$$0.13000	$$0.46891	$$199.00000	$$167.00000	$$8.00000	
$$72.43000	$$0.18000	$$0.53368	$$200.00000	$$167.00000	$$8.00000	
$$71.13000	$$0.23000	$$0.58161	$$200.00000	$$167.00000	$$8.00000	
$$75.15000	$$0.28000	$$0.62617	$$200.00000	$$167.00000	$$8.00000	
$$74.56000	$$0.33000	$$0.53446	$$202.00000	$$167.00000	$$8.00000	
$$66.59000	$$0.42000	$$0.72902	$$202.00000	$$166.00000	$$6.00000	
$$58.94000	$$0.46000	$$0.67668	$$200.00000	$$167.00000	$$8.00000	
$$35.11000	$$0.48000	$$0.71710	$$202.00000	$$166.00000	$$6.00000	
$$-11.22000	$$0.47000	$$0.42798	$$202.00000	$$167.00000	$$8.00000	
$$-33.01000	$$0.45000	$$0.39197	$$202.00000	$$166.00000	$$6.00000	
$$-59.49000	$$0.38000	$$0.22487	$$202.00000	$$166.00000	$$6.00000	
$$-74.78000	$$0.33000	$$0.14689	$$202.00000	$$166.00000	$$6.00000	
$$-77.27000	$$0.28000	$$0.04845	$$202.00000	$$167.00000	$$8.00000	
$$-76.99000	$$0.23000	$$0.03083	$$202.00000	$$167.00000	$$8.00000	
$$-75.43000	$$0.18000	$$0.17539	$$200.00000	$$167.00000	$$8.00000	
$$-72.01000	$$0.13000	$$0.15596	$$200.00000	$$167.00000	$$8.00000	
$$-66.39000	$$0.09000	$$0.09896	$$200.00000	$$167.00000	$$8.00000	
$$-51.83000	$$0.01000	$$0.13083	$$199.00000	$$167.00000	$$8.00000	
$$-32.40000	$$-0.01000	$$0.11321	$$199.00000	$$167.00000	$$8.00000	
$$10.97000	$$0.00000	$$0.11917	$$199.00000	$$167.00000	$$8.00000	
$$51.36000	$$0.03000	$$0.16891	$$199.00000	$$167.00000	$$8.00000	
$$71.93000	$$0.08000	$$0.23109	$$199.00000	$$167.00000	$$8.00000	
$$86.54000	$$0.20000	$$0.37539	$$199.00000	$$167.00000	$$8.00000	
$$81.86000	$$0.25000	$$0.46995	$$200.00000	$$167.00000	$$6.00000	
$$87.48000	$$0.31000	$$0.60285	$$200.00000	$$167.00000	$$6.00000	
$$84.74000	$$0.42000	$$0.51891	$$199.00000	$$169.00000	$$8.00000	
$$75.61000	$$0.47000	$$0.64352	$$200.00000	$$167.00000	$$6.00000	
$$70.50000	$$0.52000	$$0.63575	$$200.00000	$$167.00000	$$6.00000	
$$57.43000	$$0.60000	$$0.51839	$$200.00000	$$167.00000	$$8.00000	
$$44.46000	$$0.63000	$$0.42021	$$202.00000	$$167.00000	$$6.00000	
$$-25.48000	$$0.62000	$$0.26632	$$200.00000	$$167.00000	$$8.00000	
$$-49.18000	$$0.59000	$$0.13394	$$200.00000	$$167.00000	$$8.00000	
$$-61.32000	$$0.55000	$$0.10000	$$199.00000	$$169.00000	$$8.00000	
$$-65.54000	$$0.50000	$$0.03756	$$199.00000	$$169.00000	$$8.00000	
$$-66.36000	$$0.42000	$$0.10829	$$199.00000	$$167.00000	$$6.00000	
$$-68.85000	$$0.37000	$$0.11140	$$197.00000	$$169.00000	$$8.00000	
$$-54.32000	$$0.29000	$$0.13394	$$197.00000	$$167.00000	$$8.00000	
$$-43.92000	$$0.26000	$$0.12565	$$197.00000	$$167.00000	$$8.00000	
$$-16.07000	$$0.23000	$$0.11373	$$197.00000	$$167.00000	$$8.00000	
$$48.91000	$$0.03000	$$0.11684	$$197.00000	$$167.00000	$$8.00000	
$$60.05000	$$0.07000	$$0.10259	$$197.00000	$$167.00000	$$8.00000	
$$62.89000	$$0.11000	$$0.10415	$$197.00000	$$167.00000	$$8.00000	
$$74.00000	$$0.21000	$$0.11969	$$197.00000	$$167.00000	$$8.00000	
$$73.62000	$$0.26000	$$0.18575	$$197.00000	$$167.00000	$$8.00000	
$$76.32000	$$0.31000	$$0.17254	$$199.00000	$$167.00000	$$8.00000	
$$72.61000	$$0.41000	$$0.42228	$$199.00000	$$167.00000	$$8.00000	
$$59.42000	$$0.45000	$$0.47694	$$200.00000	$$167.00000	$$8.00000	
$$41.35000	$$0.48000	$$0.55440	$$200.00000	$$167.00000	$$8.00000	
$$-6.69000	$$0.49000	$$0.61684	$$200.00000	$$167.00000	$$8.00000	
$$-34.79000	$$0.45000	$$0.68057	$$200.00000	$$167.00000	$$8.00000	
$$-48.31000	$$0.42000	$$0.73938	$$200.00000	$$167.00000	$$8.00000	
$$-58.78000	$$0.34000	$$0.78575	$$202.00000	$$166.00000	$$6.00000	
$$-61.93000	$$0.30000	$$0.73834	$$200.00000	$$167.00000	$$8.00000	
$$-62.26000	$$0.22000	$$0.71865	$$200.00000	$$167.00000	$$8.00000	
$$-68.50000	$$0.17000	$$0.66295	$$200.00000	$$167.00000	$$8.00000	
$$-73.95000	$$0.12000	$$0.49016	$$200.00000	$$167.00000	$$8.00000	
$$-78.54000	$$0.07000	$$0.36736	$$200.00000	$$167.00000	$$8.00000	
$$-77.24000	$$0.02000	$$0.23316	$$200.00000	$$167.00000	$$8.00000	
$$-70.48000	$$-0.08000	$$0.17332	$$200.00000	$$167.00000	$$8.00000	
$$-66.37000	$$-0.12000	$$0.13964	$$200.00000	$$167.00000	$$8.00000	
$$-39.41000	$$-0.19000	$$0.15285	$$200.00000	$$164.00000	$$6.00000	
$$63.20000	$$0.04000	$$0.13368	$$200.00000	$$167.00000	$$8.00000	
$$71.97000	$$0.09000	$$0.11632	$$200.00000	$$166.00000	$$8.00000	
$$88.06000	$$0.15000	$$0.11528	$$200.00000	$$166.00000	$$8.00000	
$$85.50000	$$0.21000	$$0.15466	$$199.00000	$$166.00000	$$8.00000	
$$85.88000	$$0.26000	$$0.09870	$$199.00000	$$166.00000	$$8.00000	
$$84.97000	$$0.38000	$$0.06684	$$199.00000	$$166.00000	$$8.00000	
$$82.57000	$$0.43000	$$0.13834	$$199.00000	$$166.00000	$$8.00000	
$$77.39000	$$0.48000	$$0.33834	$$197.00000	$$167.00000	$$8.00000	
$$72.09000	$$0.53000	$$0.40104	$$197.00000	$$167.00000	$$8.00000	
$$67.02000	$$0.58000	$$0.37461	$$199.00000	$$167.00000	$$8.00000	
$$57.34000	$$0.61000	$$0.44275	$$199.00000	$$167.00000	$$8.00000	
