++flow      	++volume    	++average   	++position_x	++position_y	++radius    	
$$-6.85000	$$-0.33000	$$0.23713	$$191.00000	$$154.00000	$$8.00000	
$$-6.79000	$$-0.34000	$$0.22525	$$191.00000	$$154.00000	$$8.00000	
$$-10.19000	$$-0.34000	$$0.22965	$$191.00000	$$154.00000	$$8.00000	
$$-16.45000	$$-0.35000	$$0.22745	$$191.00000	$$154.00000	$$8.00000	
$$-24.09000	$$-0.38000	$$0.22525	$$191.00000	$$154.00000	$$8.00000	
$$-29.32000	$$-0.40000	$$0.24461	$$191.00000	$$154.00000	$$8.00000	
$$-31.98000	$$-0.45000	$$0.24417	$$191.00000	$$154.00000	$$8.00000	
$$-29.43000	$$-0.46000	$$0.24461	$$191.00000	$$154.00000	$$8.00000	
$$-30.21000	$$-0.50000	$$0.23229	$$191.00000	$$154.00000	$$8.00000	
$$-30.28000	$$-0.52000	$$0.23229	$$191.00000	$$154.00000	$$8.00000	
$$-29.82000	$$-0.54000	$$0.22481	$$191.00000	$$154.00000	$$8.00000	
$$-31.94000	$$-0.57000	$$0.21073	$$191.00000	$$154.00000	$$8.00000	
$$-30.42000	$$-0.61000	$$0.21777	$$191.00000	$$154.00000	$$8.00000	
$$-29.60000	$$-0.63000	$$0.20853	$$191.00000	$$155.00000	$$8.00000	
$$-27.73000	$$-0.65000	$$0.18918	$$191.00000	$$155.00000	$$8.00000	
$$-25.98000	$$-0.66000	$$0.18522	$$191.00000	$$155.00000	$$8.00000	
$$-23.76000	$$-0.68000	$$0.19270	$$191.00000	$$155.00000	$$8.00000	
$$-22.04000	$$-0.71000	$$0.18302	$$191.00000	$$155.00000	$$8.00000	
$$-22.17000	$$-0.72000	$$0.22613	$$190.00000	$$155.00000	$$8.00000	
$$-19.29000	$$-0.75000	$$0.22877	$$190.00000	$$155.00000	$$8.00000	
$$-20.97000	$$-0.78000	$$0.23537	$$190.00000	$$155.00000	$$8.00000	
$$-21.72000	$$-0.79000	$$0.25297	$$190.00000	$$155.00000	$$8.00000	
$$-18.44000	$$-0.82000	$$0.21645	$$190.00000	$$154.00000	$$6.00000	
$$-16.79000	$$-0.83000	$$0.21821	$$190.00000	$$154.00000	$$6.00000	
$$-15.33000	$$-0.84000	$$0.27409	$$190.00000	$$155.00000	$$8.00000	
$$-15.44000	$$-0.85000	$$0.30136	$$190.00000	$$154.00000	$$8.00000	
$$-15.25000	$$-0.86000	$$0.29960	$$190.00000	$$154.00000	$$8.00000	
$$-12.60000	$$-0.88000	$$0.24285	$$191.00000	$$155.00000	$$8.00000	
$$-13.56000	$$-0.89000	$$0.22833	$$191.00000	$$155.00000	$$8.00000	
$$-12.12000	$$-0.90000	$$0.29828	$$190.00000	$$154.00000	$$8.00000	
$$-6.39000	$$-0.92000	$$0.30180	$$190.00000	$$154.00000	$$8.00000	
$$-5.39000	$$-0.94000	$$0.31676	$$190.00000	$$154.00000	$$8.00000	
$$-5.31000	$$-0.94000	$$0.33172	$$190.00000	$$154.00000	$$8.00000	
$$-5.58000	$$-0.94000	$$0.37703	$$190.00000	$$154.00000	$$8.00000	
$$-5.27000	$$-0.95000	$$0.48922	$$190.00000	$$154.00000	$$8.00000	
