++flow      	++volume    	++average   	++position_x	++position_y	++radius    	
$$-14.11000	$$-0.19000	$$0.21328	$$188.00000	$$157.00000	$$8.00000	
$$-15.23000	$$-0.20000	$$0.19492	$$188.00000	$$158.00000	$$8.00000	
$$-14.70000	$$-0.21000	$$0.33855	$$187.00000	$$158.00000	$$8.00000	
$$-14.91000	$$-0.22000	$$0.32667	$$187.00000	$$157.00000	$$8.00000	
$$-15.76000	$$-0.24000	$$0.19438	$$188.00000	$$158.00000	$$8.00000	
$$-16.46000	$$-0.26000	$$0.17819	$$188.00000	$$158.00000	$$8.00000	
$$-15.53000	$$-0.27000	$$0.33315	$$187.00000	$$157.00000	$$8.00000	
$$-13.63000	$$-0.28000	$$0.33315	$$187.00000	$$157.00000	$$8.00000	
$$-14.47000	$$-0.30000	$$0.33045	$$187.00000	$$157.00000	$$8.00000	
$$-13.02000	$$-0.31000	$$0.33423	$$187.00000	$$157.00000	$$8.00000	
$$-13.43000	$$-0.32000	$$0.34341	$$187.00000	$$157.00000	$$8.00000	
$$-13.74000	$$-0.33000	$$0.20896	$$188.00000	$$157.00000	$$8.00000	
$$-14.83000	$$-0.33000	$$0.36933	$$187.00000	$$157.00000	$$8.00000	
$$-15.62000	$$-0.35000	$$0.23380	$$188.00000	$$157.00000	$$8.00000	
$$-15.45000	$$-0.37000	$$0.38985	$$187.00000	$$157.00000	$$8.00000	
$$-15.02000	$$-0.38000	$$0.26998	$$188.00000	$$157.00000	$$8.00000	
$$-14.46000	$$-0.39000	$$0.30508	$$188.00000	$$158.00000	$$8.00000	
$$-14.19000	$$-0.39000	$$0.35853	$$188.00000	$$157.00000	$$8.00000	
$$-13.24000	$$-0.40000	$$0.42819	$$188.00000	$$157.00000	$$8.00000	
$$-10.09000	$$-0.42000	$$0.57883	$$188.00000	$$157.00000	$$8.00000	
$$-10.46000	$$-0.43000	$$0.65767	$$188.00000	$$157.00000	$$8.00000	
$$-9.73000	$$-0.43000	$$0.72138	$$188.00000	$$158.00000	$$8.00000	
$$-8.33000	$$-0.44000	$$0.74838	$$188.00000	$$158.00000	$$8.00000	
$$-8.05000	$$-0.44000	$$0.79968	$$188.00000	$$157.00000	$$8.00000	
$$-8.57000	$$-0.45000	$$0.85583	$$188.00000	$$158.00000	$$8.00000	
$$-10.05000	$$-0.46000	$$0.86123	$$188.00000	$$158.00000	$$8.00000	
$$-10.97000	$$-0.47000	$$0.87581	$$188.00000	$$157.00000	$$8.00000	
$$-9.41000	$$-0.48000	$$0.88391	$$188.00000	$$158.00000	$$8.00000	
$$-7.71000	$$-0.49000	$$0.91577	$$188.00000	$$158.00000	$$8.00000	
$$-7.30000	$$-0.49000	$$0.92819	$$188.00000	$$158.00000	$$8.00000	
$$-7.01000	$$-0.50000	$$0.95572	$$188.00000	$$158.00000	$$8.00000	
$$-7.05000	$$-0.50000	$$0.95950	$$188.00000	$$158.00000	$$8.00000	
$$-6.11000	$$-0.51000	$$0.97354	$$188.00000	$$158.00000	$$8.00000	
$$-5.58000	$$-0.51000	$$0.97894	$$188.00000	$$158.00000	$$8.00000	
$$-6.19000	$$-0.52000	$$0.97462	$$188.00000	$$158.00000	$$8.00000	
$$-5.44000	$$-0.52000	$$0.98164	$$188.00000	$$158.00000	$$8.00000	
$$-6.06000	$$-0.52000	$$1.00000	$$188.00000	$$158.00000	$$8.00000	
$$-5.32000	$$-0.53000	$$1.00000	$$188.00000	$$158.00000	$$8.00000	
$$-5.03000	$$-0.53000	$$0.98650	$$188.00000	$$158.00000	$$8.00000	
$$-3.82000	$$-0.54000	$$0.81641	$$190.00000	$$158.00000	$$8.00000	
$$-4.68000	$$-0.54000	$$0.79536	$$190.00000	$$158.00000	$$8.00000	
$$-2.70000	$$-0.54000	$$0.93197	$$188.00000	$$158.00000	$$8.00000	
$$0.00000	$$-0.54000	$$0.92927	$$188.00000	$$158.00000	$$8.00000	
$$6.79000	$$0.00000	$$0.91307	$$188.00000	$$158.00000	$$8.00000	
$$8.86000	$$0.01000	$$0.89093	$$188.00000	$$158.00000	$$8.00000	
$$13.05000	$$0.01000	$$0.88337	$$188.00000	$$158.00000	$$8.00000	
$$14.89000	$$0.02000	$$0.85205	$$188.00000	$$158.00000	$$8.00000	
$$16.65000	$$0.04000	$$0.79860	$$188.00000	$$158.00000	$$8.00000	
$$16.44000	$$0.05000	$$0.64633	$$188.00000	$$158.00000	$$8.00000	
$$14.57000	$$0.07000	$$0.54644	$$188.00000	$$158.00000	$$8.00000	
$$11.06000	$$0.07000	$$0.25864	$$190.00000	$$160.00000	$$8.00000	
