++average   	++position_x	++position_y	++radius    	++flow      	
$$0.35079	$$188.00000	$$172.00000	$$8.00000	$$14.18000	
$$0.35107	$$188.00000	$$172.00000	$$8.00000	$$14.22000	
$$0.35015	$$188.00000	$$175.00000	$$6.00000	$$11.07000	
$$0.35198	$$188.00000	$$173.00000	$$6.00000	$$8.82000	
$$0.35890	$$188.00000	$$173.00000	$$6.00000	$$9.15000	
$$0.27929	$$188.00000	$$173.00000	$$6.00000	$$10.78000	
$$0.32328	$$188.00000	$$175.00000	$$6.00000	$$12.42000	
$$0.32347	$$188.00000	$$175.00000	$$6.00000	$$12.36000	
$$0.33212	$$188.00000	$$175.00000	$$6.00000	$$11.41000	
$$0.27965	$$188.00000	$$175.00000	$$8.00000	$$0.00000	
$$0.28074	$$188.00000	$$175.00000	$$8.00000	$$-1.84000	
$$0.27919	$$188.00000	$$175.00000	$$8.00000	$$-4.80000	
$$0.29249	$$188.00000	$$175.00000	$$8.00000	$$-6.68000	
$$0.29322	$$188.00000	$$175.00000	$$8.00000	$$-9.00000	
$$0.28557	$$188.00000	$$175.00000	$$8.00000	$$-11.17000	
$$0.28284	$$188.00000	$$175.00000	$$8.00000	$$-13.86000	
$$0.27118	$$188.00000	$$175.00000	$$8.00000	$$-16.92000	
$$0.27173	$$188.00000	$$175.00000	$$8.00000	$$-17.96000	
$$0.26854	$$188.00000	$$175.00000	$$8.00000	$$-21.36000	
$$0.26043	$$190.00000	$$173.00000	$$6.00000	$$-25.89000	
$$0.25888	$$188.00000	$$175.00000	$$8.00000	$$-26.29000	
$$0.25761	$$188.00000	$$175.00000	$$8.00000	$$-25.72000	
$$0.24167	$$188.00000	$$175.00000	$$8.00000	$$-28.51000	
$$0.26034	$$190.00000	$$175.00000	$$6.00000	$$-30.11000	
$$0.25797	$$190.00000	$$175.00000	$$6.00000	$$-24.81000	
$$0.25752	$$190.00000	$$175.00000	$$6.00000	$$-22.66000	
$$0.19894	$$188.00000	$$173.00000	$$8.00000	$$-22.28000	
$$0.19530	$$188.00000	$$173.00000	$$8.00000	$$-22.69000	
$$0.19913	$$188.00000	$$173.00000	$$8.00000	$$-18.06000	
$$0.26043	$$188.00000	$$173.00000	$$8.00000	$$-17.76000	
$$0.25706	$$190.00000	$$172.00000	$$6.00000	$$-19.19000	
$$0.25624	$$190.00000	$$172.00000	$$6.00000	$$-19.79000	
$$0.25560	$$190.00000	$$172.00000	$$6.00000	$$-18.63000	
$$0.22582	$$190.00000	$$172.00000	$$6.00000	$$-16.67000	
$$0.22053	$$190.00000	$$172.00000	$$6.00000	$$-8.81000	
$$0.22026	$$190.00000	$$172.00000	$$6.00000	$$-3.38000	
$$0.22345	$$190.00000	$$172.00000	$$6.00000	$$7.65000	
$$0.22336	$$190.00000	$$172.00000	$$6.00000	$$17.84000	
$$0.22682	$$190.00000	$$172.00000	$$6.00000	$$18.53000	
$$0.23693	$$190.00000	$$172.00000	$$8.00000	$$20.41000	
$$0.23420	$$190.00000	$$172.00000	$$8.00000	$$19.18000	
$$0.23711	$$190.00000	$$172.00000	$$8.00000	$$21.60000	
$$0.22563	$$190.00000	$$172.00000	$$8.00000	$$25.23000	
$$0.23019	$$190.00000	$$172.00000	$$8.00000	$$18.29000	
$$0.23083	$$190.00000	$$172.00000	$$8.00000	$$17.87000	
$$0.23183	$$190.00000	$$172.00000	$$8.00000	$$18.77000	
$$0.23228	$$190.00000	$$172.00000	$$8.00000	$$19.12000	
$$0.23492	$$190.00000	$$172.00000	$$8.00000	$$18.64000	
$$0.23793	$$190.00000	$$172.00000	$$8.00000	$$17.97000	
$$0.24003	$$190.00000	$$172.00000	$$8.00000	$$15.14000	
$$0.24713	$$190.00000	$$172.00000	$$8.00000	$$14.70000	
$$0.24968	$$190.00000	$$172.00000	$$8.00000	$$15.53000	
$$0.24968	$$190.00000	$$172.00000	$$8.00000	$$16.81000	
$$0.25487	$$191.00000	$$172.00000	$$6.00000	$$16.39000	
$$0.25970	$$191.00000	$$172.00000	$$8.00000	$$16.91000	
$$0.26653	$$191.00000	$$172.00000	$$8.00000	$$14.96000	
$$0.24649	$$191.00000	$$172.00000	$$8.00000	$$16.60000	
$$0.23001	$$191.00000	$$172.00000	$$8.00000	$$17.24000	
$$0.23720	$$191.00000	$$172.00000	$$8.00000	$$12.81000	
$$0.23574	$$191.00000	$$172.00000	$$8.00000	$$14.49000	
$$0.23911	$$191.00000	$$172.00000	$$8.00000	$$14.13000	
$$0.23820	$$191.00000	$$172.00000	$$8.00000	$$13.50000	
$$0.23474	$$191.00000	$$172.00000	$$8.00000	$$13.71000	
$$0.24749	$$191.00000	$$172.00000	$$8.00000	$$12.23000	
$$0.26134	$$191.00000	$$172.00000	$$8.00000	$$2.85000	
$$0.25524	$$191.00000	$$172.00000	$$8.00000	$$0.00000	
$$0.23165	$$191.00000	$$172.00000	$$8.00000	$$-1.85000	
$$0.25451	$$191.00000	$$172.00000	$$8.00000	$$-2.61000	
$$0.27546	$$191.00000	$$172.00000	$$8.00000	$$-3.62000	
$$0.26990	$$191.00000	$$172.00000	$$8.00000	$$-4.95000	
$$0.26863	$$191.00000	$$172.00000	$$8.00000	$$-6.11000	
$$0.27983	$$191.00000	$$172.00000	$$8.00000	$$-6.53000	
$$0.28375	$$191.00000	$$172.00000	$$8.00000	$$-6.90000	
$$0.28384	$$191.00000	$$172.00000	$$8.00000	$$-10.00000	
$$0.28302	$$191.00000	$$172.00000	$$8.00000	$$-10.41000	
$$0.28439	$$191.00000	$$172.00000	$$8.00000	$$-12.22000	
$$0.28357	$$193.00000	$$172.00000	$$6.00000	$$-15.15000	
$$0.27828	$$193.00000	$$172.00000	$$6.00000	$$-16.05000	
$$0.27273	$$193.00000	$$170.00000	$$6.00000	$$-15.87000	
$$0.23338	$$193.00000	$$170.00000	$$6.00000	$$-16.42000	
$$0.22928	$$193.00000	$$170.00000	$$6.00000	$$-16.15000	
$$0.28147	$$193.00000	$$170.00000	$$6.00000	$$-17.18000	
$$0.27746	$$193.00000	$$170.00000	$$6.00000	$$-19.01000	
$$0.27391	$$193.00000	$$170.00000	$$6.00000	$$-19.80000	
$$0.26972	$$193.00000	$$170.00000	$$6.00000	$$-19.47000	
$$0.26216	$$191.00000	$$172.00000	$$8.00000	$$-19.43000	
$$0.25132	$$191.00000	$$170.00000	$$8.00000	$$-17.93000	
$$0.24740	$$191.00000	$$170.00000	$$8.00000	$$-17.37000	
$$0.25223	$$191.00000	$$170.00000	$$8.00000	$$-18.85000	
$$0.25624	$$191.00000	$$170.00000	$$8.00000	$$-19.28000	
$$0.24212	$$191.00000	$$170.00000	$$8.00000	$$-18.91000	
$$0.23711	$$191.00000	$$170.00000	$$8.00000	$$-15.97000	
$$0.23146	$$191.00000	$$170.00000	$$8.00000	$$-13.54000	
$$0.23237	$$191.00000	$$172.00000	$$8.00000	$$-10.24000	
$$0.22900	$$191.00000	$$172.00000	$$8.00000	$$-6.92000	
$$0.23511	$$193.00000	$$172.00000	$$8.00000	$$-4.29000	
$$0.25997	$$194.00000	$$170.00000	$$6.00000	$$5.38000	
$$0.29022	$$194.00000	$$172.00000	$$8.00000	$$6.21000	
$$0.26981	$$194.00000	$$172.00000	$$8.00000	$$8.76000	
$$0.32101	$$194.00000	$$172.00000	$$8.00000	$$9.43000	
$$0.27519	$$194.00000	$$172.00000	$$8.00000	$$10.23000	
$$0.28138	$$194.00000	$$170.00000	$$6.00000	$$8.86000	
$$0.28958	$$194.00000	$$170.00000	$$6.00000	$$12.42000	
$$0.29177	$$194.00000	$$172.00000	$$6.00000	$$9.04000	
$$0.36008	$$194.00000	$$172.00000	$$6.00000	$$7.68000	
$$0.36236	$$193.00000	$$172.00000	$$8.00000	$$8.58000	
$$0.29541	$$193.00000	$$172.00000	$$8.00000	$$9.64000	
$$0.29504	$$193.00000	$$172.00000	$$8.00000	$$8.20000	
$$0.30169	$$193.00000	$$173.00000	$$8.00000	$$8.24000	
$$0.30042	$$193.00000	$$172.00000	$$8.00000	$$5.12000	
$$0.30042	$$193.00000	$$172.00000	$$8.00000	$$2.32000	
$$0.28184	$$193.00000	$$172.00000	$$8.00000	$$0.00000	
$$0.29022	$$193.00000	$$172.00000	$$8.00000	$$-2.59000	
$$0.28703	$$193.00000	$$172.00000	$$8.00000	$$-3.29000	
$$0.28293	$$193.00000	$$172.00000	$$8.00000	$$-1.83000	
$$0.27965	$$193.00000	$$172.00000	$$6.00000	$$-3.10000	
$$0.27655	$$193.00000	$$172.00000	$$6.00000	$$-14.67000	
$$0.27145	$$193.00000	$$172.00000	$$6.00000	$$-15.06000	
$$0.29468	$$193.00000	$$173.00000	$$6.00000	$$-12.10000	
$$0.29350	$$193.00000	$$173.00000	$$6.00000	$$-13.17000	
$$0.29413	$$193.00000	$$173.00000	$$6.00000	$$-13.05000	
$$0.27127	$$193.00000	$$173.00000	$$6.00000	$$-12.31000	
$$0.27154	$$193.00000	$$173.00000	$$6.00000	$$-11.41000	
$$0.27173	$$193.00000	$$173.00000	$$6.00000	$$-9.77000	
$$0.26426	$$193.00000	$$173.00000	$$6.00000	$$-7.41000	
$$0.25988	$$193.00000	$$173.00000	$$6.00000	$$-5.46000	
$$0.25888	$$193.00000	$$172.00000	$$6.00000	$$0.00000	
$$0.25697	$$193.00000	$$172.00000	$$6.00000	$$11.76000	
$$0.26016	$$193.00000	$$173.00000	$$6.00000	$$11.89000	
$$0.28302	$$193.00000	$$173.00000	$$6.00000	$$11.71000	
$$0.28093	$$193.00000	$$172.00000	$$6.00000	$$9.86000	
$$0.25077	$$193.00000	$$172.00000	$$6.00000	$$9.25000	
$$0.24604	$$193.00000	$$172.00000	$$6.00000	$$10.53000	
$$0.27227	$$193.00000	$$172.00000	$$6.00000	$$10.05000	
$$0.26799	$$193.00000	$$172.00000	$$6.00000	$$6.00000	
$$0.26398	$$193.00000	$$172.00000	$$6.00000	$$-2.77000	
$$0.26243	$$193.00000	$$172.00000	$$6.00000	$$-4.64000	
$$0.26216	$$193.00000	$$172.00000	$$6.00000	$$-6.90000	
$$0.26152	$$193.00000	$$172.00000	$$6.00000	$$-10.53000	
$$0.26171	$$193.00000	$$172.00000	$$6.00000	$$-13.35000	
$$0.26070	$$193.00000	$$172.00000	$$8.00000	$$-17.28000	
$$0.25688	$$193.00000	$$172.00000	$$8.00000	$$-27.57000	
$$0.24822	$$193.00000	$$172.00000	$$8.00000	$$-32.82000	
$$0.21361	$$193.00000	$$172.00000	$$8.00000	$$-37.43000	
$$0.21215	$$193.00000	$$172.00000	$$8.00000	$$-43.23000	
$$0.20951	$$193.00000	$$172.00000	$$8.00000	$$-44.52000	
$$0.21051	$$193.00000	$$172.00000	$$8.00000	$$-43.29000	
$$0.20787	$$193.00000	$$172.00000	$$8.00000	$$-42.74000	
$$0.20441	$$193.00000	$$172.00000	$$8.00000	$$-42.59000	
$$0.20149	$$193.00000	$$172.00000	$$8.00000	$$-43.82000	
$$0.20140	$$193.00000	$$172.00000	$$8.00000	$$-43.58000	
$$0.20049	$$193.00000	$$172.00000	$$8.00000	$$-39.79000	
$$0.19976	$$193.00000	$$172.00000	$$8.00000	$$-34.03000	
$$0.20222	$$193.00000	$$172.00000	$$8.00000	$$-22.41000	
$$0.20660	$$193.00000	$$172.00000	$$8.00000	$$-12.38000	
$$0.20678	$$193.00000	$$172.00000	$$8.00000	$$22.05000	
$$0.20632	$$193.00000	$$172.00000	$$8.00000	$$25.39000	
$$0.20933	$$193.00000	$$172.00000	$$8.00000	$$30.21000	
$$0.21261	$$193.00000	$$172.00000	$$8.00000	$$37.07000	
$$0.21780	$$193.00000	$$172.00000	$$8.00000	$$32.65000	
$$0.21835	$$193.00000	$$172.00000	$$8.00000	$$31.51000	
$$0.22035	$$193.00000	$$172.00000	$$8.00000	$$30.39000	
$$0.22026	$$193.00000	$$172.00000	$$8.00000	$$28.38000	
$$0.21862	$$193.00000	$$172.00000	$$8.00000	$$27.02000	
$$0.21689	$$193.00000	$$172.00000	$$8.00000	$$19.46000	
$$0.21743	$$193.00000	$$172.00000	$$8.00000	$$15.42000	
$$0.21434	$$193.00000	$$172.00000	$$8.00000	$$16.54000	
$$0.21388	$$193.00000	$$172.00000	$$8.00000	$$15.30000	
$$0.21725	$$193.00000	$$172.00000	$$8.00000	$$14.47000	
$$0.21707	$$193.00000	$$172.00000	$$8.00000	$$15.02000	
$$0.21561	$$193.00000	$$172.00000	$$8.00000	$$11.16000	
$$0.21288	$$193.00000	$$172.00000	$$8.00000	$$6.39000	
$$0.20833	$$193.00000	$$172.00000	$$8.00000	$$5.81000	
$$0.20860	$$193.00000	$$172.00000	$$8.00000	$$0.00000	
$$0.20887	$$193.00000	$$172.00000	$$8.00000	$$-4.12000	
$$0.20851	$$193.00000	$$172.00000	$$8.00000	$$-5.13000	
$$0.20350	$$193.00000	$$172.00000	$$8.00000	$$-5.54000	
$$0.20441	$$193.00000	$$172.00000	$$8.00000	$$-5.00000	
$$0.20496	$$193.00000	$$172.00000	$$8.00000	$$-6.23000	
$$0.20432	$$193.00000	$$172.00000	$$8.00000	$$-5.65000	
$$0.20696	$$193.00000	$$172.00000	$$8.00000	$$-5.44000	
$$0.21543	$$193.00000	$$172.00000	$$8.00000	$$-5.53000	
$$0.21206	$$193.00000	$$172.00000	$$8.00000	$$-4.94000	
$$0.20869	$$193.00000	$$172.00000	$$8.00000	$$-4.80000	
$$0.20568	$$193.00000	$$170.00000	$$6.00000	$$-6.50000	
$$0.20441	$$193.00000	$$170.00000	$$6.00000	$$-5.13000	
$$0.20013	$$193.00000	$$172.00000	$$6.00000	$$-3.64000	
$$0.27965	$$193.00000	$$170.00000	$$6.00000	$$-3.67000	
$$0.28266	$$191.00000	$$172.00000	$$8.00000	$$-3.56000	
$$0.22691	$$191.00000	$$172.00000	$$8.00000	$$-3.92000	
$$0.28147	$$191.00000	$$172.00000	$$8.00000	$$-4.15000	
$$0.25797	$$191.00000	$$172.00000	$$8.00000	$$-3.24000	
$$0.25342	$$191.00000	$$172.00000	$$8.00000	$$0.00000	
$$0.24631	$$191.00000	$$172.00000	$$8.00000	$$-3.01000	
$$0.23766	$$191.00000	$$172.00000	$$8.00000	$$-3.63000	
$$0.23483	$$191.00000	$$172.00000	$$8.00000	$$-3.48000	
$$0.23246	$$191.00000	$$172.00000	$$8.00000	$$-5.01000	
$$0.22837	$$191.00000	$$172.00000	$$8.00000	$$-6.36000	
$$0.22764	$$191.00000	$$172.00000	$$8.00000	$$-7.15000	
$$0.74075	$$191.00000	$$172.00000	$$8.00000	$$-8.35000	
$$0.25260	$$191.00000	$$172.00000	$$8.00000	$$-9.46000	
$$0.22882	$$191.00000	$$172.00000	$$8.00000	$$-10.40000	
$$0.22864	$$191.00000	$$172.00000	$$8.00000	$$-13.70000	
$$0.24075	$$191.00000	$$172.00000	$$8.00000	$$-14.94000	
$$0.24412	$$191.00000	$$172.00000	$$8.00000	$$-16.46000	
$$0.24613	$$191.00000	$$172.00000	$$8.00000	$$-18.05000	
$$0.25715	$$193.00000	$$170.00000	$$6.00000	$$-19.42000	
$$0.25251	$$191.00000	$$172.00000	$$8.00000	$$-21.52000	
$$0.24686	$$191.00000	$$172.00000	$$8.00000	$$-20.80000	
$$0.25897	$$191.00000	$$172.00000	$$8.00000	$$-21.57000	
$$0.23174	$$191.00000	$$172.00000	$$8.00000	$$-21.25000	
$$0.21716	$$191.00000	$$172.00000	$$8.00000	$$-20.12000	
$$0.21589	$$191.00000	$$172.00000	$$8.00000	$$-17.93000	
$$0.21106	$$191.00000	$$172.00000	$$8.00000	$$-12.86000	
$$0.20769	$$191.00000	$$170.00000	$$8.00000	$$-9.86000	
$$0.21133	$$191.00000	$$170.00000	$$8.00000	$$-6.21000	
$$0.21024	$$191.00000	$$170.00000	$$8.00000	$$0.00000	
$$0.22390	$$191.00000	$$170.00000	$$8.00000	$$-1.54000	
$$0.22226	$$191.00000	$$170.00000	$$8.00000	$$-6.12000	
$$0.22326	$$191.00000	$$170.00000	$$8.00000	$$-6.79000	
$$0.22381	$$191.00000	$$170.00000	$$8.00000	$$-6.92000	
$$0.22290	$$191.00000	$$172.00000	$$8.00000	$$-6.01000	
$$0.23046	$$191.00000	$$172.00000	$$8.00000	$$-6.89000	
$$0.26298	$$191.00000	$$172.00000	$$8.00000	$$-6.27000	
$$0.25752	$$191.00000	$$172.00000	$$8.00000	$$-6.84000	
$$0.26735	$$193.00000	$$172.00000	$$8.00000	$$-7.03000	
$$0.28803	$$193.00000	$$172.00000	$$8.00000	$$-7.03000	
$$0.30625	$$193.00000	$$172.00000	$$8.00000	$$-5.71000	
$$0.26125	$$193.00000	$$172.00000	$$8.00000	$$-6.65000	
$$0.27537	$$193.00000	$$172.00000	$$8.00000	$$-6.74000	
$$0.28912	$$193.00000	$$172.00000	$$8.00000	$$-6.66000	
$$0.29313	$$193.00000	$$172.00000	$$8.00000	$$-6.87000	
$$0.28958	$$193.00000	$$172.00000	$$8.00000	$$-6.85000	
$$0.28630	$$193.00000	$$172.00000	$$8.00000	$$-5.55000	
$$0.28785	$$193.00000	$$172.00000	$$8.00000	$$-7.01000	
$$0.28266	$$191.00000	$$172.00000	$$8.00000	$$-6.94000	
$$0.27801	$$191.00000	$$172.00000	$$8.00000	$$-6.02000	
$$0.28001	$$191.00000	$$172.00000	$$8.00000	$$-6.82000	
$$0.33585	$$191.00000	$$172.00000	$$8.00000	$$-6.38000	
$$0.33339	$$191.00000	$$172.00000	$$8.00000	$$-6.83000	
$$0.33248	$$191.00000	$$173.00000	$$8.00000	$$-6.98000	
$$0.34323	$$193.00000	$$172.00000	$$6.00000	$$-6.89000	
$$0.33986	$$193.00000	$$172.00000	$$6.00000	$$-4.88000	
$$0.32565	$$191.00000	$$173.00000	$$8.00000	$$-6.92000	
$$0.32684	$$193.00000	$$172.00000	$$6.00000	$$-7.02000	
$$0.32620	$$191.00000	$$173.00000	$$8.00000	$$-6.89000	
$$0.32155	$$191.00000	$$173.00000	$$8.00000	$$-6.94000	
$$0.32119	$$191.00000	$$173.00000	$$8.00000	$$-6.91000	
$$0.31099	$$191.00000	$$173.00000	$$8.00000	$$-5.88000	
$$0.30306	$$191.00000	$$173.00000	$$8.00000	$$-6.89000	
$$0.28730	$$193.00000	$$173.00000	$$6.00000	$$-6.78000	
$$0.25852	$$193.00000	$$172.00000	$$6.00000	$$-6.69000	
$$0.24868	$$193.00000	$$172.00000	$$6.00000	$$-6.75000	
$$0.20605	$$193.00000	$$172.00000	$$6.00000	$$-7.07000	
$$0.21889	$$191.00000	$$172.00000	$$8.00000	$$-7.22000	
$$0.21324	$$191.00000	$$172.00000	$$8.00000	$$-7.58000	
$$0.21060	$$191.00000	$$172.00000	$$8.00000	$$-7.44000	
$$0.23101	$$191.00000	$$172.00000	$$8.00000	$$-7.09000	
$$0.23055	$$191.00000	$$172.00000	$$8.00000	$$-5.94000	
$$0.22791	$$191.00000	$$172.00000	$$8.00000	$$-6.76000	
$$0.22764	$$191.00000	$$172.00000	$$8.00000	$$-6.15000	
$$0.22591	$$191.00000	$$172.00000	$$8.00000	$$-6.87000	
$$0.22081	$$191.00000	$$172.00000	$$8.00000	$$-6.88000	
$$0.21498	$$191.00000	$$172.00000	$$8.00000	$$-7.01000	
$$0.21452	$$191.00000	$$172.00000	$$8.00000	$$-4.89000	
$$0.20942	$$191.00000	$$170.00000	$$8.00000	$$-7.14000	
$$0.20723	$$191.00000	$$172.00000	$$8.00000	$$-6.46000	
$$0.20268	$$191.00000	$$170.00000	$$6.00000	$$-7.01000	
$$0.21680	$$191.00000	$$170.00000	$$6.00000	$$-14.30000	
$$0.20149	$$191.00000	$$170.00000	$$8.00000	$$-17.30000	
$$0.23602	$$191.00000	$$170.00000	$$8.00000	$$-20.62000	
$$0.23939	$$191.00000	$$170.00000	$$8.00000	$$-25.02000	
$$0.21115	$$191.00000	$$170.00000	$$8.00000	$$-31.61000	
$$0.22035	$$191.00000	$$172.00000	$$8.00000	$$-45.16000	
$$0.24686	$$191.00000	$$172.00000	$$8.00000	$$-47.06000	
$$0.25342	$$191.00000	$$172.00000	$$8.00000	$$-45.17000	
$$0.25506	$$191.00000	$$172.00000	$$8.00000	$$-43.13000	
$$0.26253	$$193.00000	$$170.00000	$$6.00000	$$-40.07000	
$$0.27036	$$193.00000	$$170.00000	$$6.00000	$$-38.91000	
$$0.27865	$$193.00000	$$170.00000	$$6.00000	$$-30.56000	
$$0.30452	$$193.00000	$$170.00000	$$6.00000	$$-30.18000	
$$0.30625	$$193.00000	$$172.00000	$$6.00000	$$-27.05000	
$$0.30689	$$193.00000	$$170.00000	$$6.00000	$$-23.66000	
$$0.29887	$$193.00000	$$172.00000	$$6.00000	$$-20.85000	
$$0.23930	$$193.00000	$$172.00000	$$6.00000	$$-21.76000	
$$0.29605	$$193.00000	$$172.00000	$$6.00000	$$-9.60000	
$$0.23675	$$191.00000	$$172.00000	$$8.00000	$$21.54000	
$$0.23729	$$191.00000	$$172.00000	$$8.00000	$$40.93000	
$$0.23219	$$193.00000	$$170.00000	$$8.00000	$$44.37000	
$$0.28111	$$193.00000	$$170.00000	$$8.00000	$$43.03000	
$$0.28557	$$193.00000	$$170.00000	$$8.00000	$$46.48000	
$$0.25360	$$193.00000	$$170.00000	$$8.00000	$$49.02000	
$$0.25460	$$193.00000	$$170.00000	$$8.00000	$$47.11000	
$$0.25961	$$193.00000	$$172.00000	$$8.00000	$$46.47000	
$$0.25979	$$193.00000	$$172.00000	$$8.00000	$$42.26000	
$$0.25724	$$193.00000	$$170.00000	$$8.00000	$$39.21000	
$$0.22955	$$193.00000	$$170.00000	$$8.00000	$$38.38000	
$$0.22509	$$193.00000	$$170.00000	$$8.00000	$$38.44000	
$$0.24212	$$193.00000	$$170.00000	$$8.00000	$$38.07000	
$$0.22791	$$193.00000	$$170.00000	$$8.00000	$$38.47000	
$$0.22099	$$193.00000	$$170.00000	$$8.00000	$$39.62000	
$$0.21060	$$191.00000	$$172.00000	$$8.00000	$$39.21000	
$$0.20523	$$191.00000	$$172.00000	$$8.00000	$$36.32000	
$$0.19521	$$191.00000	$$172.00000	$$8.00000	$$28.20000	
$$0.25132	$$191.00000	$$172.00000	$$8.00000	$$23.73000	
$$0.24558	$$191.00000	$$172.00000	$$8.00000	$$21.97000	
$$0.24239	$$191.00000	$$172.00000	$$8.00000	$$20.09000	
$$0.24330	$$191.00000	$$172.00000	$$8.00000	$$14.52000	
$$0.23228	$$191.00000	$$170.00000	$$8.00000	$$8.85000	
$$0.23046	$$193.00000	$$170.00000	$$6.00000	$$5.05000	
$$0.22818	$$191.00000	$$170.00000	$$8.00000	$$0.00000	
$$0.22572	$$191.00000	$$170.00000	$$8.00000	$$-3.40000	
$$0.21115	$$191.00000	$$170.00000	$$8.00000	$$-5.92000	
$$0.22509	$$191.00000	$$170.00000	$$8.00000	$$-8.81000	
$$0.21662	$$191.00000	$$170.00000	$$8.00000	$$-14.77000	
$$0.20960	$$191.00000	$$170.00000	$$8.00000	$$-20.37000	
$$0.20714	$$191.00000	$$170.00000	$$8.00000	$$-21.54000	
$$0.20523	$$191.00000	$$170.00000	$$8.00000	$$-21.49000	
$$0.20514	$$191.00000	$$170.00000	$$8.00000	$$-21.25000	
$$0.20641	$$191.00000	$$170.00000	$$8.00000	$$-21.31000	
$$0.21807	$$191.00000	$$170.00000	$$8.00000	$$-22.86000	
$$0.23866	$$193.00000	$$170.00000	$$6.00000	$$-23.17000	
$$0.24567	$$193.00000	$$169.00000	$$6.00000	$$-23.47000	
$$0.26207	$$193.00000	$$169.00000	$$6.00000	$$-23.50000	
$$0.26717	$$193.00000	$$170.00000	$$8.00000	$$-24.26000	
$$0.31809	$$193.00000	$$170.00000	$$8.00000	$$-24.42000	
$$0.32137	$$193.00000	$$170.00000	$$8.00000	$$-22.28000	
$$0.24877	$$193.00000	$$170.00000	$$8.00000	$$-23.44000	
$$0.25260	$$193.00000	$$170.00000	$$8.00000	$$-23.00000	
$$0.25041	$$193.00000	$$170.00000	$$8.00000	$$-22.25000	
$$0.26034	$$193.00000	$$170.00000	$$8.00000	$$-21.52000	
$$0.26171	$$193.00000	$$170.00000	$$8.00000	$$-22.00000	
$$0.25888	$$193.00000	$$170.00000	$$8.00000	$$-22.49000	
$$0.25915	$$193.00000	$$170.00000	$$8.00000	$$-22.40000	
$$0.25970	$$193.00000	$$170.00000	$$8.00000	$$-20.70000	
$$0.25970	$$193.00000	$$170.00000	$$8.00000	$$-18.39000	
$$0.25988	$$193.00000	$$170.00000	$$8.00000	$$-12.93000	
$$0.26380	$$193.00000	$$170.00000	$$8.00000	$$11.91000	
$$0.26471	$$193.00000	$$170.00000	$$8.00000	$$18.91000	
$$0.26626	$$193.00000	$$170.00000	$$8.00000	$$19.92000	
$$0.26708	$$193.00000	$$170.00000	$$8.00000	$$19.48000	
$$0.26899	$$193.00000	$$170.00000	$$8.00000	$$23.44000	
$$0.26899	$$193.00000	$$170.00000	$$8.00000	$$24.81000	
$$0.26817	$$193.00000	$$170.00000	$$8.00000	$$23.72000	
$$0.26243	$$194.00000	$$169.00000	$$6.00000	$$21.96000	
$$0.26307	$$193.00000	$$172.00000	$$8.00000	$$20.49000	
$$0.26025	$$193.00000	$$170.00000	$$8.00000	$$19.25000	
$$0.30479	$$193.00000	$$170.00000	$$8.00000	$$17.23000	
$$0.24258	$$193.00000	$$170.00000	$$8.00000	$$17.10000	
